sample_1
3.64299743938427E-02,1E+00
8.88391652818437E-01,2E+00
6.2138239995058E-01,1E+00
9.22192072468558E-01,1E+00
9.24872375275625E-01,1E+00
9.42964185505383E-01,2E+00
7.27633505336081E-01,1E+00
1.61030249886444E-01,1E+00
4.51595342353433E-01,1E+00
7.55664451719109E-01,2E+00
7.98224562750324E-01,1E+00
6.91146188375566E-01,1E+00
5.65249092556287E-01,1E+00
4.79665077143822E-01,1E+00
9.46062224310516E-01,2E+00
7.85506745024632E-02,1E+00
5.37841904330267E-01,2E+00
8.26546204134395E-01,1E+00
4.88986078587255E-01,1E+00
7.29630662053865E-01,1E+00
3.28095437995915E-01,1E+00
7.28219207468225E-01,1E+00
4.12595796488722E-01,2E+00
9.65625339195399E-01,2E+00
6.95814735183922E-01,2E+00
3.7892843737271E-01,1E+00
9.99784204991648E-01,2E+00
9.52800016618116E-01,1E+00
3.49923012158064E-02,1E+00
4.41879900142735E-01,1E+00
5.29190874965845E-01,2E+00
3.16541897899278E-01,2E+00
6.22295671313264E-01,1E+00
4.11296064410049E-01,1E+00
9.72895138806329E-01,1E+00
2.02419552680659E-01,2E+00
7.17093741384398E-01,1E+00
7.95948121719726E-01,1E+00
2.19975890930227E-01,1E+00
7.45930911476224E-01,2E+00
4.64962432560197E-01,1E+00
1.42251677294856E-01,1E+00
8.65051589969111E-01,1E+00
6.16749933492398E-01,2E+00
3.88290509340978E-01,1E+00
6.72956489936135E-01,1E+00
8.50360032172655E-01,1E+00
1.17315857615872E-01,1E+00
7.86567868802942E-01,2E+00
8.82224991524242E-02,1E+00
3.44851527359637E-01,1E+00
6.70442336595196E-01,1E+00
6.49384729100761E-01,2E+00
4.41618807674282E-01,1E+00
3.22255636314911E-01,2E+00
6.86430707782425E-01,2E+00
7.74515950188286E-01,1E+00
9.93227382485294E-01,2E+00
2.54656498999678E-01,1E+00
9.42271864228418E-01,1E+00
7.4731621978358E-01,2E+00
7.29413119076277E-01,1E+00
9.43174502133837E-01,2E+00
7.58925694290784E-01,1E+00
1.12923109113918E-01,1E+00
9.34714872043457E-01,1E+00
3.56762004740191E-01,1E+00
6.4626950106256E-02,2E+00
8.23853658478966E-01,1E+00
2.01469838360914E-01,1E+00
6.21635847167518E-01,2E+00
1.70734940580049E-01,1E+00
8.72764743315068E-01,1E+00
6.86675520401334E-01,1E+00
6.90919561855154E-01,2E+00
3.21786258629039E-01,1E+00
4.88648534918162E-01,1E+00
8.673695846103E-01,1E+00
6.78052719562752E-01,1E+00
9.30055555240617E-01,1E+00
8.48129646242217E-01,1E+00
6.38810782750258E-01,1E+00
3.1957635964135E-01,1E+00
4.7718535914073E-01,1E+00
7.66245271424311E-01,1E+00
9.11838167318605E-01,1E+00
4.149685673073E-01,1E+00
5.01249107035753E-01,2E+00
8.18998462219434E-01,2E+00
9.21143800604999E-01,1E+00
2.68641315826356E-01,1E+00
6.29695158599313E-01,1E+00
5.79820434184438E-01,1E+00
7.16141825764728E-01,2E+00
3.29267926732023E-01,2E+00
7.41332042859316E-01,1E+00
6.35668869236585E-01,2E+00
9.60854067641106E-01,2E+00
5.37118549057161E-01,1E+00
6.01728148314866E-01,2E+00
3.23602143936133E-01,2E+00
7.32486740717149E-01,1E+00
8.36128100100291E-01,2E+00
6.85233325493298E-01,1E+00
1.32443189166768E-02,1E+00
5.57313167805284E-01,1E+00
4.12699330644788E-01,1E+00
9.79641137266482E-01,2E+00
7.39791817100771E-01,2E+00
3.85170749588903E-01,1E+00
7.38018486615573E-01,1E+00
9.3426095704045E-01,1E+00
3.01920712731611E-01,1E+00
9.04609862455796E-01,1E+00
7.06818454329114E-01,1E+00
4.15187447243376E-01,1E+00
2.04787393902551E-01,1E+00
9.53948857913244E-01,2E+00
8.17960825735517E-01,1E+00
3.13423780506531E-01,1E+00
6.26578403102351E-01,2E+00
